Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
2024-04-17,Search & content,106912.0,472.0,857.6,20.0,2795.1
2024-04-17,Shopping,56376.0,228.0,183.6,4.0,697.9
2024-04-18,Audience,8675.0,54.0,23.7,0.0,0.0
2024-04-18,Performance max,1352.0,21.0,19.6,2.0,184.4
2024-04-18,Search & content,109214.0,488.0,799.6,14.0,1845.7
2024-04-18,Shopping,61243.0,250.0,184.6,5.0,833.8
2024-04-19,Audience,8305.0,53.0,23.5,0.0,0.0
2024-04-19,Performance max,768.0,8.0,3.7,0.0,0.0
2024-04-19,Search & content,94802.0,488.0,893.3,11.0,1653.7
2024-04-19,Shopping,51296.0,231.0,151.0,6.0,1147.3
2024-04-20,Audience,9506.0,60.0,25.8,5.0,1347.8
2024-04-20,Performance max,99.0,1.0,0.1,0.0,0.0
2024-04-20,Search & content,59327.0,428.0,522.6,8.0,1421.3
2024-04-20,Shopping,30209.0,200.0,108.8,4.0,566.4
2024-04-21,Audience,9602.0,55.0,23.4,0.0,0.0
2024-04-21,Performance max,52.0,0.0,0.0,0.0,0.0
2024-04-21,Search & content,57424.0,460.0,535.7,5.0,873.2
2024-04-21,Shopping,33098.0,196.0,106.3,3.0,526.7
2024-04-22,Audience,6260.0,52.0,23.2,0.0,0.0
2024-04-22,Performance max,512.0,4.0,3.0,0.0,0.0
2024-04-22,Search & content,100517.0,500.0,730.9,8.0,1308.6
2024-04-22,Shopping,48074.0,238.0,175.1,5.0,829.0
2024-04-23,Audience,10837.0,55.0,23.0,0.0,0.0
2024-04-23,Performance max,573.0,8.0,6.4,1.0,102.3
2024-04-23,Search & content,102356.0,481.0,690.8,16.0,2120.7
2024-04-23,Shopping,40526.0,220.0,184.6,6.0,889.8
2024-04-24,Audience,10532.0,56.0,23.0,0.0,0.0
2024-04-24,Performance max,444.0,2.0,0.6,0.0,0.0
2024-04-24,Search & content,105677.0,549.0,873.0,21.0,2384.8
2024-04-24,Shopping,90600.0,281.0,287.9,7.0,778.0
2024-04-25,Audience,10089.0,60.0,23.3,0.0,0.0
2024-04-25,Performance max,673.0,8.0,3.8,0.0,0.0
2024-04-25,Search & content,98296.0,528.0,838.6,15.0,2388.5
2024-04-25,Shopping,93252.0,306.0,325.9,7.0,771.3
2024-04-26,Audience,9437.0,54.0,22.6,0.0,0.0
2024-04-26,Performance max,831.0,8.0,5.0,0.0,0.0
2024-04-26,Search & content,99174.0,544.0,740.8,8.0,1295.4
2024-04-26,Shopping,87768.0,296.0,287.5,8.0,1320.7
2024-04-27,Audience,8185.0,59.0,23.5,0.0,0.0
2024-04-27,Performance max,596.0,4.0,1.1,0.0,0.0
2024-04-27,Search & content,68232.0,508.0,518.8,4.0,598.5
2024-04-27,Shopping,39233.0,194.0,102.5,4.0,589.8
2024-04-28,Audience,7715.0,58.0,23.9,2.0,388.6
2024-04-28,Performance max,705.0,5.0,3.6,0.0,0.0
2024-04-28,Search & content,73004.0,565.0,643.5,4.0,714.8
2024-04-28,Shopping,40704.0,178.0,101.6,3.0,342.3
2024-04-29,Audience,8863.0,55.0,22.7,1.0,177.5
2024-04-29,Performance max,301.0,5.0,1.7,0.0,0.0
2024-04-29,Search & content,127312.0,676.0,1055.9,14.0,2646.5
2024-04-29,Shopping,62127.0,200.0,190.4,9.0,1408.1
2024-04-30,Audience,9105.0,50.0,20.2,0.0,0.0
2024-04-30,Performance max,721.0,6.0,2.4,0.0,0.0
2024-04-30,Search & content,126588.0,652.0,943.5,16.0,3341.9
2024-04-30,Shopping,60486.0,176.0,161.0,3.0,382.8
2024-05-01,Audience,8108.0,58.0,24.4,0.0,0.0
2024-05-01,Performance max,841.0,10.0,9.1,1.0,146.5
2024-05-01,Search & content,102326.0,544.0,759.7,12.0,1967.2
2024-05-01,Shopping,56604.0,236.0,173.0,11.0,2190.6
2024-05-02,Audience,10013.0,64.0,24.2,1.0,295.2
2024-05-02,Performance max,856.0,16.0,9.3,1.0,152.6
2024-05-02,Search & content,100564.0,555.0,677.8,7.0,1084.1
2024-05-02,Shopping,54621.0,228.0,172.6,8.0,872.5
2024-05-03,Audience,9034.0,61.0,24.3,1.0,231.2
2024-05-03,Performance max,796.0,8.0,4.8,0.0,0.0
2024-05-03,Search & content,82084.0,542.0,765.6,8.0,1189.0
2024-05-03,Shopping,54123.0,224.0,168.0,5.0,987.8
2024-05-04,Audience,10388.0,63.0,23.8,0.0,0.0
2024-05-04,Performance max,461.0,7.0,2.9,0.0,0.0
2024-05-04,Search & content,60426.0,557.0,548.2,4.0,628.2
2024-05-04,Shopping,34049.0,179.0,99.8,8.0,961.2
2024-05-05,Audience,7854.0,57.0,24.0,0.0,0.0
2024-05-05,Performance max,49.0,1.0,0.1,0.0,0.0
2024-05-05,Search & content,65141.0,592.0,601.7,4.0,826.1
2024-05-05,Shopping,36709.0,224.0,113.3,5.0,1010.7
2024-05-06,Audience,8530.0,64.0,24.3,0.0,0.0
2024-05-06,Performance max,540.0,2.0,1.1,0.0,0.0
2024-05-06,Search & content,107541.0,527.0,791.2,19.0,2394.6
2024-05-06,Shopping,53808.0,247.0,169.9,9.0,1810.3
2024-05-07,Audience,8881.0,60.0,24.1,0.0,0.0
2024-05-07,Performance max,274.0,3.0,1.1,0.0,0.0
2024-05-07,Search & content,91583.0,501.0,730.9,12.0,52.4
2024-05-07,Shopping,51016.0,224.0,170.6,4.0,702.3
2024-05-08,Audience,9162.0,65.0,25.3,0.0,0.0
2024-05-08,Performance max,267.0,4.0,1.2,1.0,152.4
2024-05-08,Search & content,95497.0,486.0,728.2,14.0,2334.0
2024-05-08,Shopping,39461.0,216.0,163.2,4.0,625.8
2024-05-09,Audience,11394.0,62.0,24.0,0.0,0.0
2024-05-09,Performance max,247.0,7.0,3.0,0.0,0.0
2024-05-09,Search & content,85248.0,433.0,714.6,12.0,1538.4
2024-05-09,Shopping,42793.0,220.0,167.0,9.0,1207.8
2024-05-10,Audience,10159.0,60.0,23.9,0.0,0.0
2024-05-10,Performance max,46423.0,880.0,157.3,1.0,150.1
2024-05-10,Search & content,77371.0,431.0,728.2,12.0,1596.1
2024-05-10,Shopping,56379.0,259.0,168.4,4.0,854.2
2024-05-11,Audience,11099.0,66.0,24.1,0.0,0.0
2024-05-11,Performance max,5856.0,140.0,24.4,4.0,507.5
2024-05-11,Search & content,46009.0,387.0,519.6,6.0,945.1
2024-05-11,Shopping,37685.0,228.0,129.4,4.0,497.9
2024-05-12,Audience,7778.0,68.0,23.9,0.0,0.0
2024-05-12,Performance max,485.0,7.0,4.6,0.0,0.0
2024-05-12,Search & content,47952.0,424.0,488.8,8.0,916.6
2024-05-12,Shopping,43120.0,254.0,128.3,4.0,827.7
2024-05-13,Audience,8062.0,63.0,23.7,0.0,0.0
2024-05-13,Performance max,6860.0,53.0,234.9,0.0,0.0
2024-05-13,Search & content,102076.0,482.0,688.8,17.0,247.3
2024-05-13,Shopping,82226.0,342.0,207.2,7.0,1121.8
2024-05-14,Audience,8982.0,68.0,23.9,0.0,0.0
2024-05-14,Performance max,7365.0,127.0,494.7,0.0,0.0
2024-05-14,Search & content,97466.0,461.0,761.8,16.0,747.0
2024-05-14,Shopping,72720.0,301.0,200.0,4.0,675.1
2024-05-15,Audience,6371.0,64.0,23.8,1.0,180.3
2024-05-15,Performance max,10738.0,165.0,350.6,0.0,0.0
2024-05-15,Search & content,87976.0,445.0,752.7,16.0,41.0
2024-05-15,Shopping,53201.0,246.0,172.1,7.0,118.1
2024-05-16,Audience,15318.0,80.0,23.9,0.0,0.0
2024-05-16,Performance max,13647.0,160.0,318.4,0.0,0.0
2024-05-16,Search & content,103114.0,446.0,676.8,11.0,1417.2
2024-05-16,Shopping,63129.0,240.0,179.8,4.0,478.8
2024-05-17,Audience,14311.0,75.0,23.6,0.0,0.0
2024-05-17,Performance max,3116.0,44.0,140.1,0.0,0.0
2024-05-17,Search & content,91271.0,376.0,643.7,11.0,1536.0
2024-05-17,Shopping,51960.0,231.0,174.3,3.0,420.4
2024-05-18,Audience,14268.0,76.0,23.8,0.0,0.0
2024-05-18,Performance max,1168.0,27.0,68.3,0.0,0.0
2024-05-18,Search & content,56690.0,352.0,473.5,3.0,423.8
2024-05-18,Shopping,33028.0,191.0,105.8,4.0,678.9
2024-05-19,Audience,14698.0,79.0,23.8,2.0,548.0
2024-05-19,Performance max,380.0,7.0,7.0,0.0,0.0
2024-05-19,Search & content,53040.0,335.0,425.1,1.0,123.9
2024-05-19,Shopping,28784.0,181.0,105.1,2.0,246.1
2024-05-20,Audience,18185.0,80.0,23.5,1.0,290.7
2024-05-20,Performance max,371.0,5.0,13.5,0.0,0.0
2024-05-20,Search & content,81788.0,363.0,727.6,20.0,687.2
2024-05-20,Shopping,51093.0,226.0,176.9,10.0,276.0
2024-05-21,Audience,21811.0,78.0,24.0,0.0,0.0
2024-05-21,Performance max,12564.0,107.0,225.4,0.0,0.0
2024-05-21,Search & content,77132.0,367.0,725.6,16.0,696.0
2024-05-21,Shopping,51826.0,228.0,175.4,1.0,157.0
2024-05-22,Audience,19835.0,80.0,23.7,0.0,0.0
2024-05-22,Performance max,12300.0,97.0,215.0,0.0,0.0
2024-05-22,Search & content,79175.0,431.0,762.7,20.0,881.0
2024-05-22,Shopping,46077.0,220.0,192.9,4.0,510.0
2024-05-23,Audience,17721.0,83.0,25.1,3.0,623.6
2024-05-23,Performance max,3921.0,37.0,52.2,0.0,0.0
2024-05-23,Search & content,85245.0,507.0,791.3,12.0,344.8
2024-05-23,Shopping,47987.0,211.0,161.9,2.0,254.4
2024-05-24,Audience,18056.0,76.0,23.1,0.0,0.0
2024-05-24,Performance max,765.0,19.0,27.4,1.0,140.8
2024-05-24,Search & content,69958.0,431.0,666.1,8.0,484.6
2024-05-24,Shopping,44707.0,208.0,183.7,7.0,203.3
2024-05-25,Audience,13278.0,77.0,22.9,1.0,276.2
2024-05-25,Performance max,576.0,20.0,11.3,0.0,0.0
2024-05-25,Search & content,49448.0,340.0,446.9,4.0,157.1
2024-05-25,Shopping,27106.0,160.0,99.3,2.0,337.7
2024-05-26,Audience,11093.0,76.0,22.3,1.0,276.3
2024-05-26,Performance max,9817.0,56.0,95.5,0.0,0.0
2024-05-26,Search & content,49355.0,379.0,537.0,4.0,144.5
2024-05-26,Shopping,26674.0,171.0,102.6,4.0,770.7
2024-05-27,Audience,10428.0,75.0,22.1,0.0,0.0
2024-05-27,Performance max,7981.0,44.0,66.6,0.0,0.0
2024-05-27,Search & content,51800.0,357.0,625.4,9.0,147.3
2024-05-27,Shopping,32656.0,211.0,188.0,5.0,717.2
2024-05-28,Audience,12981.0,76.0,22.0,0.0,0.0
2024-05-28,Performance max,1044.0,26.0,13.7,0.0,0.0
2024-05-28,Search & content,91789.0,431.0,687.1,16.0,707.5
2024-05-28,Shopping,37617.0,199.0,172.3,6.0,1164.5
2024-05-29,Audience,18347.0,83.0,21.9,0.0,0.0
2024-05-29,Performance max,780.0,29.0,12.2,1.0,137.4
2024-05-29,Search & content,90852.0,408.0,776.8,16.0,1351.1
2024-05-29,Shopping,45633.0,212.0,180.2,3.0,519.4
2024-05-30,Audience,18143.0,83.0,22.1,0.0,0.0
2024-05-30,Performance max,740.0,6.0,2.3,0.0,0.0
2024-05-30,Search & content,143088.0,414.0,733.8,13.0,2789.6
2024-05-30,Shopping,40421.0,219.0,206.5,7.0,2160.8
2024-05-31,Audience,19562.0,77.0,20.8,0.0,0.0
2024-05-31,Performance max,633.0,5.0,3.4,0.0,0.0
2024-05-31,Search & content,137589.0,372.0,618.1,14.0,4724.8
2024-05-31,Shopping,47665.0,224.0,164.6,4.0,286.0
2024-06-01,Audience,13444.0,89.0,24.5,0.0,0.0
2024-06-01,Performance max,1821.0,19.0,36.3,0.0,0.0
2024-06-01,Search & content,66925.0,367.0,470.2,6.0,798.1
2024-06-01,Shopping,31448.0,166.0,99.9,6.0,425.6
2024-06-02,Audience,13902.0,96.0,24.6,0.0,0.0
2024-06-02,Performance max,5536.0,79.0,101.0,1.0,60.8
2024-06-02,Search & content,59741.0,361.0,465.4,4.0,223.5
2024-06-02,Shopping,26642.0,173.0,102.4,4.0,203.3
2024-06-03,Audience,21966.0,95.0,24.7,1.0,95.4
2024-06-03,Performance max,7215.0,112.0,348.2,4.0,883.2
2024-06-03,Search & content,98916.0,424.0,801.3,17.0,2179.4
2024-06-03,Shopping,38842.0,198.0,182.8,8.0,2423.7
2024-06-04,Audience,18365.0,101.0,24.5,1.0,46.1
2024-06-04,Performance max,7874.0,106.0,352.6,0.0,0.0
2024-06-04,Search & content,118184.0,422.0,831.0,11.0,2132.5
2024-06-04,Shopping,42819.0,214.0,174.3,4.0,292.4
2024-06-05,Audience,17398.0,104.0,24.4,0.0,0.0
2024-06-05,Performance max,8790.0,128.0,213.5,5.0,989.8
2024-06-05,Search & content,108512.0,420.0,864.9,16.0,1906.7
2024-06-05,Shopping,46020.0,219.0,173.7,7.0,4474.5
2024-06-06,Audience,20048.0,100.0,24.6,1.0,8.7
2024-06-06,Performance max,13060.0,216.0,406.7,3.0,539.1
2024-06-06,Search & content,100591.0,382.0,706.5,15.0,2827.5
2024-06-06,Shopping,51494.0,210.0,191.9,10.0,835.2
2024-06-07,Audience,19237.0,100.0,24.6,2.0,309.7
2024-06-07,Performance max,14180.0,152.0,421.2,3.0,115.3
2024-06-07,Search & content,52093.0,343.0,748.3,13.0,2847.8
2024-06-07,Shopping,45484.0,197.0,167.8,4.0,344.5
2024-06-08,Audience,12486.0,101.0,24.8,0.0,0.0
2024-06-08,Performance max,7463.0,106.0,274.4,2.0,85.8
2024-06-08,Search & content,38372.0,260.0,340.8,3.0,207.3
2024-06-08,Shopping,28993.0,164.0,102.3,3.0,453.1
2024-06-09,Audience,11925.0,99.0,24.4,0.0,0.0
2024-06-09,Performance max,8974.0,150.0,315.3,1.0,107.0
2024-06-09,Search & content,38444.0,266.0,304.3,5.0,800.6
2024-06-09,Shopping,30626.0,180.0,106.9,4.0,193.2
2024-06-10,Audience,22436.0,106.0,24.9,0.0,0.0
2024-06-10,Performance max,9919.0,152.0,397.2,4.0,399.0
2024-06-10,Search & content,47460.0,279.0,529.2,12.0,1935.1
2024-06-10,Shopping,50996.0,190.0,170.7,4.0,87.6
2024-06-11,Audience,21536.0,104.0,24.6,0.0,0.0
2024-06-11,Performance max,5460.0,92.0,198.5,2.0,285.1
2024-06-11,Search & content,43606.0,325.0,501.4,12.0,2583.5
2024-06-11,Shopping,57909.0,236.0,179.9,8.0,83.8
2024-06-12,Audience,25116.0,105.0,24.7,0.0,0.0
2024-06-12,Performance max,4986.0,63.0,138.0,3.0,505.2
2024-06-12,Search & content,46431.0,336.0,519.6,9.0,1616.5
2024-06-12,Shopping,51972.0,193.0,166.5,8.0,549.0
2024-06-13,Audience,18212.0,103.0,24.9,1.0,183.2
2024-06-13,Performance max,7117.0,92.0,248.5,7.0,574.5
2024-06-13,Search & content,43792.0,299.0,440.1,17.0,3238.2
2024-06-13,Shopping,40397.0,208.0,177.1,4.0,210.8
2024-06-14,Audience,18472.0,102.0,24.4,4.0,0.0
2024-06-14,Performance max,4663.0,62.0,105.0,4.0,327.4
2024-06-14,Search & content,36380.0,322.0,487.4,7.0,738.3
2024-06-14,Shopping,33710.0,195.0,162.9,4.0,2118.7
2024-06-15,Audience,12756.0,100.0,24.3,0.0,0.0
2024-06-15,Performance max,3308.0,58.0,48.4,1.0,23.0
2024-06-15,Search & content,30452.0,268.0,336.9,5.0,786.2
2024-06-15,Shopping,24366.0,168.0,101.2,4.0,456.4
2024-06-16,Audience,14220.0,106.0,24.3,0.0,0.0
2024-06-16,Performance max,4048.0,55.0,70.6,0.0,0.0
2024-06-16,Search & content,30279.0,240.0,268.8,6.0,3966.6
2024-06-16,Shopping,25073.0,184.0,103.3,2.0,55.6
2024-06-17,Audience,25580.0,103.0,24.4,0.0,0.0
2024-06-17,Performance max,5076.0,60.0,68.1,4.0,578.1
2024-06-17,Search & content,41239.0,328.0,533.9,12.0,1797.3
2024-06-17,Shopping,32204.0,187.0,168.5,4.0,916.3
2024-06-18,Audience,18998.0,108.0,24.4,0.0,0.0
2024-06-18,Performance max,5215.0,77.0,139.0,5.0,792.9
2024-06-18,Search & content,62612.0,340.0,549.9,14.0,3100.4
2024-06-18,Shopping,42040.0,202.0,149.8,3.0,114.9
2024-06-19,Audience,19603.0,104.0,24.8,0.0,0.0
2024-06-19,Performance max,7968.0,104.0,168.2,4.0,655.5
2024-06-19,Search & content,61035.0,326.0,579.2,12.0,2557.7
2024-06-19,Shopping,39224.0,188.0,166.2,4.0,1.6
2024-06-20,Audience,28840.0,95.0,24.1,0.0,0.0
2024-06-20,Performance max,13496.0,160.0,262.7,10.0,2410.7
2024-06-20,Search & content,69374.0,271.0,403.8,12.0,1329.2
2024-06-20,Shopping,45666.0,216.0,156.4,3.0,150.7
2024-06-21,Audience,24177.0,100.0,24.5,0.0,0.0
2024-06-21,Performance max,11911.0,158.0,261.2,2.0,263.4
2024-06-21,Search & content,46240.0,276.0,310.6,3.0,285.8
2024-06-21,Shopping,44812.0,200.0,142.3,2.0,147.9
2024-06-22,Audience,16422.0,95.0,24.6,0.0,0.0
2024-06-22,Performance max,9525.0,132.0,163.2,1.0,207.7
2024-06-22,Search & content,39672.0,308.0,348.4,4.0,3384.1
2024-06-22,Shopping,26576.0,171.0,87.5,3.0,0.8
2024-06-23,Audience,13415.0,95.0,24.1,2.0,171.8
2024-06-23,Performance max,19110.0,161.0,310.1,1.0,32.3
2024-06-23,Search & content,36132.0,281.0,289.6,4.0,439.1
2024-06-23,Shopping,24056.0,157.0,82.8,1.0,61.5
2024-06-24,Audience,26400.0,92.0,24.0,0.0,0.0
2024-06-24,Performance max,16639.0,163.0,416.9,2.0,240.0
2024-06-24,Search & content,58413.0,435.0,620.9,20.0,4556.8
2024-06-24,Shopping,37779.0,211.0,155.2,4.0,844.7
2024-06-25,Audience,25036.0,92.0,23.6,0.0,0.0
2024-06-25,Performance max,13377.0,138.0,408.6,4.0,347.4
2024-06-25,Search & content,58496.0,362.0,504.8,8.0,2258.2
2024-06-25,Shopping,44424.0,234.0,189.3,2.0,480.1
2024-06-26,Audience,19861.0,125.0,24.9,1.0,236.5
2024-06-26,Performance max,24340.0,182.0,414.9,3.0,820.4
2024-06-26,Search & content,55744.0,307.0,528.1,17.0,3164.4
2024-06-26,Shopping,42356.0,211.0,160.9,4.0,1535.5
2024-06-27,Audience,24421.0,104.0,24.1,1.0,364.0
2024-06-27,Performance max,34624.0,244.0,410.9,4.0,211.2
2024-06-27,Search & content,42845.0,294.0,509.2,32.0,3191.6
2024-06-27,Shopping,48109.0,231.0,162.3,4.0,356.2
2024-06-28,Audience,20093.0,100.0,23.8,3.0,3799.0
2024-06-28,Performance max,33538.0,204.0,316.7,2.0,586.2
2024-06-28,Search & content,42671.0,264.0,501.0,6.0,1359.7
2024-06-28,Shopping,62469.0,237.0,163.6,2.0,615.5
2024-06-29,Audience,12720.0,104.0,23.4,0.0,0.0
2024-06-29,Performance max,29223.0,205.0,286.0,1.0,0.0
2024-06-29,Search & content,35324.0,270.0,285.9,1.0,297.7
2024-06-29,Shopping,29992.0,181.0,102.4,4.0,2321.1
2024-06-30,Audience,10018.0,115.0,22.1,0.0,0.0
2024-06-30,Performance max,40481.0,328.0,275.3,2.0,289.2
2024-06-30,Search & content,40731.0,269.0,201.8,7.0,400.7
2024-06-30,Shopping,22174.0,159.0,89.0,1.0,116.8
